genre,title,URL,description,pages,rating,duration
Epic Fantasy,The Crown Conspiracy,https://www.goodreads.com/book/show/4345290-the-crown-conspiracy,"They killed the king. They pinned it on two men. They chose poorly.#13;#13;There's no ancient evil to defeat, no orphan destined for greatness, just two guys in the wrong place at the wrong time...Royce Melborn, a skilled thief, and his mercenary partner, Hadrian Blackwater make a profitable living carrying out dangerous assignments for conspiring nobles until they become the unwitting scapegoats in a plot to murder the king. Sentenced to death, they have only one way out--and so begins this epic tale of treachery and adventure, sword fighting and magic, myth and legend.#13;#13;AWARDS#13;2009 National Indie Excellence Award Finalist#13;2008 ReaderViews Literary Award Finalist#13;2007 Foreword Magazine Book of the Year Finalist#13;Named One of the 2008 Notable Indie Books by Fantasy Book Critic #13;Named Top Five Fantasy of Books of 2009 by Dark Wolf's Fantasy Reviews#13;#13;ABOUT THE SERIES#13;The Crown Conspiracy is book one of the multi-book saga: The Riyria Revelations. Instead of a string of sequels, this six-book fantasy series was conceived as a single epic tale divided into individual novels. While one book may hint at building mysteries and thickening plots, these threads are not essential to reach a satisfying conclusion to the current episode--which has its own beginning, middle, and end. It should be noted that all six were written before the first was released to ensure continuity across a complex plot filled with twists, turns, and page-turning mysteries. Characterization occur across the whole series allowing readers to build friendships with likeable characters that are shaped as events unfold. The Riyria Revelations is written for adults but has no sex and limited violence centered on swordplay and is therefore, appropriate for younger audiences and a movie version based on the novels would garnish a PG-13 rating.",291.0,,582.0
Epic Fantasy,Across the Nightingale Floor,https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,"An international bestseller, Across the Nightingale Floor is the first book in the Tales of the Otori series by Lian Hearn. Don't miss the related series, The Tale of Shikanoko. In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard. The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But unbeknownst to him, his father was a celebrated assassin and a member of the Tribe, an ancient network of families with extraordinary, preternatural skills. When Takeo's village is pillaged, he is rescued and adopted by the mysterious Lord Otori Shigeru. Under the tutelage of Shigeru, he learns that he too possesses the skills of the Tribe. And, with this knowledge, he embarks on a journey that will lead him across the famed nightingale floor—and to his own unimaginable destiny...",324.0,4.5,648.0
Epic Fantasy,Dragon Wing,https://www.goodreads.com/book/show/28481.Dragon_Wing,"Ages ago, sorcerers of unmatched power sundered a world into four realms—sky, stone, fire, and water—then vanished. Over time, magicians learned to work spells only in their own realms and forgot the others. Now only the few who have survived the Labyrinth and crossed the Death Gate know of the presence of all four realms—and even they have yet to unravel the mysteries of their severed world. . . . In Arianus, Realm of Sky, humans, elves, and dwarves battle for control of precious water—traversing a world of airborne islands on currents of elven magic and the backs of mammoth dragons. But soon great magical forces will begin to rend the fabric of this delicate land. An assassin will be hired to kill a royal prince—by the king himself. A dwarf will challenge the beliefs of his people—and lead them in rebellion. And a sinister wizard will enact his plan to rule Arianus—a plan that may be felt far beyond the Realm of Sky and into the Death Gate itself.",478.0,4.5,956.0
Epic Fantasy,The Diamond Throne,https://www.goodreads.com/book/show/616678.The_Diamond_Throne,Book One of the classic ELENIUM series.,347.0,5.0,694.0
Epic Fantasy,Rhapsody: Child of Blood,https://www.goodreads.com/book/show/261604.Rhapsody,Fantasy-roman.,682.0,4.5,1364.0
Epic Fantasy,The Chain Between Worlds,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds,"At the age of five Lincoln was abandoned inexplicably at an orphanage by his father with nothing but a promise to return and an old wrist chain. 11 years later when seemingly ordinary 16-year-old Lincoln runs away from yet another foster home, heading to his favoured spot in New York City, he is attacked by a dog, a monstrous three headed dog the size of a truck. Becoming marked, a string of attacks follow, only ending when he is saved by El, Ben, and AJ, a group of enhanced people known as Ascendants. Discovering the world is not as it seems, with Sorcerers, Nature Spirits and demonic monsters all hiding in plain sight, he learns that he is a long-lost Ascendant himself; discovering that the chain his father left him was at the centre of a conspiracy that resulted in his abandonment and his father's subsequent disappearance.",0.0,,0.0
Epic Fantasy,The Way of Shadows,https://www.goodreads.com/book/show/3227063-the-way-of-shadows,"From NYT bestselling author Brent Weeks comes the first novel in his breakout fantasy trilogy in which a young boy trains under the city's most legendary and feared assassin, Durzo Blint. For Durzo Blint, assassination is an art -- and he is the city's most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he's grown up in the slums, and learned to judge people quickly -- and to take risks. Risks like apprenticing himself to Durzo Blint. But to be accepted, Azoth must turn his back on his old life and embrace a new identity and name. As Kylar Stern, he must learn to navigate the assassins' world of dangerous politics and strange magics -- and cultivate a flair for death.",533.0,4.5,1066.0
Epic Fantasy,Riddle-Master,https://www.goodreads.com/book/show/19821.Riddle_Master,"For over twenty years, World Fantasy Award winner Patricia A. McKillip has captured the hearts and imaginations of thousands of readers. Now at last her renowned Riddle-Master trilogy–The Riddle-Master of Hed, Heir of Sea and Fire, and Harpist in the Wind–long out of print, is collected in one volume. It is considered her most enduring and beloved work. Now it is collected in one volume for the first time–the epic journeys of a young prince in a strange land, where wizards have long since vanished...but where magic is waiting to be reborn.",593.0,,1186.0
Epic Fantasy,Magic's Pawn,https://www.goodreads.com/book/show/28759.Magic_s_Pawn,No description available,0.0,,0.0
Epic Fantasy,The Lions of Al-Rassan,https://www.goodreads.com/book/show/104101.The_Lions_of_Al_Rassan,"The ruling Asharites of Al-Rassan have come from the desert sands, but over centuries, seduced by the sensuous pleasures of their new land, their stern piety has eroded. The Asharite empire has splintered into decadent city-states led by warring petty kings. King Almalik of Cartada is on the ascendancy, aided always by his friend and advisor, the notorious Ammar ibn Khairan -- poet, diplomat, soldier -- until a summer afternoon of savage brutality changes their relationship forever. Meanwhile, in the north, the conquered Jaddites' most celebrated -- and feared -- military leader, Rodrigo Belmonte, driven into exile, leads his mercenary company south. In the dangerous lands of Al-Rassan, these two men from different worlds meet and serve -- for a time -- the same master. Sharing their interwoven fate -- and increasingly torn by her feelings -- is Jehane, the accomplished court physician, whose own skills play an increasing role as Al-Rassan is swept to the brink of holy war, and beyond. Hauntingly evocative of medieval Spain, The Lions of Al-Rassan is both a brilliant adventure and a deeply compelling story of love, divided loyalties, and what happens to men and women when hardening beliefs begin to remake -- or destroy -- a world.",530.0,,1060.0
Epic Fantasy,Jhereg,https://www.goodreads.com/book/show/133454.Jhereg,"The first three fantastical adventures of assassin Vlad Taltos—now in one volume. A welcome addition to any fantasy fan's library, The Book of Jhereg follows the antics of the wise-cracking Vlad Taltos and his dragon-like companion through their first three adventures—Jhereg, Yendi, and Teckla. There are many ways for a young man with quick wits and a quick sword to advance in the world. Vlad Taltos chose the route of assassin. From his rookie days to his selfless feats of heroism, the dauntless Vlad will hold readers spellbound—and The Book of Jhereg will take its place among the classic compilations in fantasy.",481.0,,962.0
Epic Fantasy,The Magic of Recluce,https://www.goodreads.com/book/show/185253.The_Magic_of_Recluce,"With The Magic of Recluce, L.E. Modesitt made his impressive hardcover debut, breaking out in wide scope and grand scale with a novel in the great tradition of the war between good and evil in a wonderful fantasy world. Modesitt had been producing fast-paced, slickly-written novels of SF adventure, often compared to the work of Keith Laumer and Gordon R. Dickson. Then, in his biggest and best book yet, he broadened his canvas and turned to fantasy and magic, stepping immediately into the front rank of contemporary fantasy writers. The Magic of Recluce is a carefully-plotted fantasy novel of character about the growth and education of a young magician. In it, Modesitt confronts real moral issues with gripping force, builds atmosphere slowly and convincingly and gives his central character, Lerris, real intellectual challenges. This is the kind of highly-rationalized fantasy that Poul Anderson and Gordon R. Dickson write when they write fantasy, colorful and detailed. He is given the standard two options: permanent exile from Recluce or the dangergeld, a complex, rule-laden wanderjahr in the lands beyond Recluce with the aim of learning how the world works and what his place in it might be. Many do not survive. He chooses dangergeld. Though magic is rarely discussed openly in Recluce, it becomes clear, when Lerris is sent into intensive training for his quest, that he has a natural talent for it during his weapons lessons. And he will need magic in the lands beyond, where the power of the Chaos Wizards reigns unchecked. He must learn to use his powers in an orderly way or fall prey to Chaos. Lerris may resent order, but he has no difficulty choosing good over evil. As he begins his lonely journey, he falls into the company of a gray magician, once of Recluce, who tutors him in the use of magic and shows him some of the devastation caused by the Chaos Wizards in the great wars between Chaos and Order of past times. Lerris pursues a quest for knowledge and power that leads him across strange lands, through the ghostly ruins of the old capitol of Chaos, down the white roads of the Chaos Wizards to a final battle with the archenemy of Order, discovering in the end true control of magic, true love, and the beginning of true wisdom. An epic adventure, The Magic of Recluce0, is a triumph of fantasy. The Magic of Recluce is the first book of the saga of Recluce.",512.0,,1024.0
Classics,To Kill a Mockingbird,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,The explosion of racial hate and violence in a small Alabama town is viewed by a little girl whose father defends a Black man accused of rape,350.0,4.0,700.0
Classics,Harry Potter and the Sorcerer’s Stone,https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,"Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'. Harry Potter has never even heard of Hogwarts when the letters start dropping on the doormat at number four, Privet Drive. Addressed in green ink on yellowish parchment with a purple seal, they are swiftly confiscated by his grisly aunt and uncle. Then, on Harry's eleventh birthday, a great beetle-eyed giant of a man called Rubeus Hagrid bursts in with some astonishing news: Harry Potter is a wizard, and he has a place at Hogwarts School of Witchcraft and Wizardry. An incredible adventure is about to begin! Having become classics of our time, the Harry Potter eBooks never fail to bring comfort and escapism. With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",312.0,4.5,624.0
Classics,Animal Farm,https://www.goodreads.com/book/show/170448.Animal_Farm,"One of the most celebrated works of modern literature, Animal Farm is George Orwell's satire on the Russian Revolution of 1917 and Stalin's subsequent rule. It tells the story of the animals of Manor Farm, as they rise up against the drunken farmer Mr Jones and the ensuing leadership battle between two pigs, Snowball and Napoleon. They set in motion their 'system of thought', Animalism, a clear play on Communism, with seven tenets including, 'All animals are equal but some animals are more equal than others.'",136.0,,272.0
Classics,1984,https://www.goodreads.com/book/show/43452513-1984,"George Orwell's dystopian masterpiece, Nineteen Eighty-Four is perhaps the most pervasively influential book of the twentieth century, making famous Big Brother, newspeak and Room 101. 'Who controls the past controls the future: who controls the present controls the past'",361.0,4.0,722.0
Classics,The Hobbit,https://www.goodreads.com/book/show/5907.The_Hobbit,"Bilbo Baggins, the hobbit, is a peaceful sort who lives in a cozy hole in the Shire, a place where adventures are uncommon - and rather unwanted. So when the wizard Gandalf whisks him away on a treasure-hunting expedition with a troop of rowdy dwarves, he's not entirely thrilled. Encountering ruthless trolls, beastly orcs, gigantic spiders, and hungry wolves, Bilbo discovers within himself astonishing strength and courage. And at the ultimate confrontation with the fearsome dragon Smaug, the hobbit will brave the dangers of the dark and dragon fire alone and unaided.",292.0,,584.0
Classics,1984,https://www.goodreads.com/book/show/61439040-1984,"George Orwell's dystopian masterpiece, Nineteen Eighty-Four is perhaps the most pervasively influential book of the twentieth century, making famous Big Brother, newspeak and Room 101. 'Who controls the past controls the future: who controls the present controls the past'",361.0,4.0,722.0
Classics,The Catcher in the Rye,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,"The ""brilliant, funny, meaningful novel"" (The New Yorker) that established J. D. Salinger as a leading voice in American literature--and that has instilled in millions of readers around the world a lifelong love of books. ""If you really want to hear about it, the first thing you'll probably want to know is where I was born, and what my lousy childhood was like, and how my parents were occupied and all before they had me, and all that David Copperfield kind of crap, but I don't feel like going into it, if you want to know the truth."" The hero-narrator of The Catcher in the Rye is an ancient child of sixteen, a native New Yorker named Holden Caufield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days.",204.0,5.0,408.0
Classics,"The Lion, the Witch and the Wardrobe",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The new adult softcover edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert!",268.0,,536.0
Classics,One Hundred Years of Solitude,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,"Netflix’s series adaptation of One Hundred Years of Solitude premieres December 11, 2024! One of the twentieth century’s enduring works, One Hundred Years of Solitude is a widely beloved and acclaimed novel known throughout the world and the ultimate achievement in a Nobel Prize–winning career. The novel tells the story of the rise and fall of the mythical town of Macondo through the history of the Buendía family. Rich and brilliant, it is a chronicle of life, death, and the tragicomedy of humankind. In the beautiful, ridiculous, and tawdry story of the Buendía family, one sees all of humanity, just as in the history, myths, growth, and decay of Macondo, one sees all of Latin America. Love and lust, war and revolution, riches and poverty, youth and senility, the variety of life, the endlessness of death, the search for peace and truth—these universal themes dominate the novel. Alternately reverential and comical, One Hundred Years of Solitude weaves the political, personal, and spiritual to bring a new consciousness to storytelling. Translated into dozens of languages, this stunning work is no less than an account of the history of the human race.",342.0,,684.0
Classics,Of Mice and Men,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,A theatrical adaptation of one of John Steinbecks short novels.,178.0,,356.0
Classics,Harry Potter and the Prisoner of Azkaban,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,"'Welcome to the Knight Bus, emergency transport for the stranded witch or wizard. Just stick out your wand hand, step on board and we can take you anywhere you want to go.' When the Knight Bus crashes through the darkness and screeches to a halt in front of him, it's the start of another far from ordinary year at Hogwarts for Harry Potter. Sirius Black, escaped mass-murderer and follower of Lord Voldemort, is on the run - and they say he is coming after Harry. In his first ever Divination class, Professor Trelawney sees an omen of death in Harry's tea leaves... But perhaps most terrifying of all are the Dementors patrolling the school grounds, with their soul-sucking kiss... Having become classics of our time, the Harry Potter eBooks never fail to bring comfort and escapism. With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",451.0,4.5,902.0
Classics,Lord of the Flies,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,The classical study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island.,356.0,4.0,712.0
Classics,Slaughterhouse-Five,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,"A special fiftieth anniversary edition of Kurt Vonnegut’s masterpiece, “a desperate, painfully honest attempt to confront the monstrous crimes of the twentieth century” (Time), featuring a new introduction by Kevin Powers, author of the National Book Award finalist The Yellow Birds Selected by the Modern Library as one of the 100 best novels of all time Slaughterhouse-Five, an American classic, is one of the world’s great antiwar books. Centering on the infamous World War II firebombing of Dresden, the novel is the result of what Kurt Vonnegut described as a twenty-three-year struggle to write a book about what he had witnessed as an American prisoner of war. It combines historical fiction, science fiction, autobiography, and satire in an account of the life of Billy Pilgrim, a barber’s son turned draftee turned optometrist turned alien abductee. As Vonnegut had, Billy experiences the destruction of Dresden as a POW. Unlike Vonnegut, he experiences time travel, or coming “unstuck in time.” An instant bestseller, Slaughterhouse-Five made Kurt Vonnegut a cult hero in American literature, a reputation that only strengthened over time, despite his being banned and censored by some libraries and schools for content and language. But it was precisely those elements of Vonnegut’s writing—the political edginess, the genre-bending inventiveness, the frank violence, the transgressive wit—that have inspired generations of readers not just to look differently at the world around them but to find the confidence to say something about it. Authors as wide-ranging as Norman Mailer, John Irving, Michael Crichton, Tim O’Brien, Margaret Atwood, Elizabeth Strout, David Sedaris, Jennifer Egan, and J. K. Rowling have all found inspiration in Vonnegut’s words. Jonathan Safran Foer has described Vonnegut as “the kind of writer who made people—young people especially—want to write.” George Saunders has declared Vonnegut to be “the great, urgent, passionate American writer of our century, who offers us . . . a model of the kind of compassionate thinking that might yet save us from ourselves.” More than fifty years after its initial publication at the height of the Vietnam War, Vonnegut’s portrayal of political disillusionment, PTSD, and postwar anxiety feels as relevant, darkly humorous, and profoundly affecting as ever, an enduring beacon through our own era’s uncertainties.",286.0,4.0,572.0
Classics,Lolita,https://www.goodreads.com/book/show/7604.Lolita,"The most famous and controversial novel from one of the greatest writers of the twentieth century tells the story of Humbert Humbert’s obsessive, devouring, and doomed passion for the nymphet Dolores Haze. “The conjunction of a sense of humor with a sense of horror [results in] satire of a very special kind.”—The New Yorker One of The Atlantic’s Great American Novels of the Past 100 Years Awe and exhilaration—along with heartbreak and mordant wit—abound in Lolita, which tells the story of the aging Humbert Humbert's obsession for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America. Most of all, it is a meditation on love—love as outrage and hallucination, madness and transformation.",338.0,4.0,676.0
Classics,East of Eden,https://www.goodreads.com/book/show/4406.East_of_Eden,The biblical account of Cain and Abel is echoed in the history of two generations of the Trask family in California.,612.0,4.5,1224.0
Classics,The Handmaid’s Tale,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,"An instant classic and eerily prescient cultural phenomenon, from “the patron saint of feminist dystopian fiction” (New York Times). Now an award-winning Hulu series starring Elizabeth Moss. In this multi-award-winning, bestselling novel, Margaret Atwood has created a stunning Orwellian vision of the near future. This is the story of Offred, one of the unfortunate “Handmaids” under the new social order who have only one purpose: to breed. In Gilead, where women are prohibited from holding jobs, reading, and forming friendships, Offred’s persistent memories of life in the “time before” and her will to survive are acts of rebellion. Provocative, startling, prophetic, and with Margaret Atwood’s devastating irony, wit, and acute perceptive powers in full force, The Handmaid’s Tale is at once a mordant satire and a dire warning.",385.0,,770.0
Classics,The Fellowship of the Ring,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,"Begin your journey into Middle-earth... The inspiration for the upcoming original series on Prime Video, The Lord of the Rings: The Rings of Power. The Fellowship of the Ring is the first part of J.R.R. Tolkien’s epic adventure The Lord of the Rings. One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them. Sauron, the Dark Lord, has gathered to him all the Rings of Power—the means by which he intends to rule Middle-earth. All he lacks in his plans for dominion is the One Ring—the ring that rules them all—which has fallen into the hands of the hobbit, Bilbo Baggins. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.",647.0,4.5,1294.0
Classics,Charlotte’s Web,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,"When he discovers that he is destined to be someone's dinner, Wilbur the pig is desolate until his spider friend Charlotte decides to help him.",196.0,5.0,392.0
Classics,Harry Potter and the Chamber of Secrets,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,"'There is a plot, Harry Potter. A plot to make most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year.' Harry Potter's summer has included the worst birthday ever, doomy warnings from a house-elf called Dobby, and rescue from the Dursleys by his friend Ron Weasley in a magical flying car! Back at Hogwarts School of Witchcraft and Wizardry for his second year, Harry hears strange whispers echo through empty corridors - and then the attacks start. Students are found as though turned to stone... Dobby's sinister predictions seem to be coming true. Having become classics of our time, the Harry Potter eBooks never fail to bring comfort and escapism. With their message of hope, belonging and the enduring power of truth and love, the story of the Boy Who Lived continues to delight generations of new readers.",346.0,4.5,692.0
Classics,A Wrinkle in Time,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,"Meg Murry and her friends become involved with unearthly strangers and a search for Meg's father, who has disappeared while engaged in secret work for the government.",20.0,4.0,40.0
Classics,The Old Man and the Sea,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,No description available,68.0,4.0,136.0
Classics,Ender’s Game,https://www.goodreads.com/book/show/375802.Ender_s_Game,Child-hero Ender Wiggin must fight a desperate battle against a deadly alien race if mankind is to survive.,252.0,5.0,504.0
Classics,The Giving Tree,https://www.goodreads.com/book/show/370493.The_Giving_Tree,A young boy grows to manhood and old age experiencing the love and generosity of a tree which gives to him without thought of return.,0.0,4.5,0.0
Classics,Night,https://www.goodreads.com/book/show/1617.Night,"Night night sky. Night night moon. Dear tomorrow, see you soon! The perfect way to wrap up a day with your child, The Night Night Book is an adorable bedtime story that helps kids and parents bid farewell to the day, settle in for the night, and rest up for a new tomorrow. The Night Night Book is sure to become a new bedtime classic.",26.0,,52.0
Classics,The Bell Jar,https://www.goodreads.com/book/show/6514.The_Bell_Jar,"One of The Atlantic’s Great American Novels “A coming-of-age masterpiece. . . . Sylvia Plath has become one of the influential writers of her time.” —Boston Globe Sylvia Plath’s masterwork—an acclaimed and enduring novel about a young woman falling into the grip of mental illness and societal pressures Esther Greenwood is bright, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath brilliantly draws the reader into Esther’s breakdown with such intensity that her neurosis becomes palpably real, even rational—as accessible an experience as going to the movies. A deep penetration into the darkest and most harrowing corners of the human psyche, The Bell Jar is an extraordinary accomplishment and a haunting American classic.",290.0,4.5,580.0
Classics,A Tree Grows in Brooklyn,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,No description available,450.0,,900.0
Classics,Watership Down,https://www.goodreads.com/book/show/76620.Watership_Down,Chronicles the adventures of a group of rabbits searching for a safe place to establish a new warren so that they can live in peace.,456.0,3.5,912.0
Classics,The Alchemist,https://www.goodreads.com/book/show/18144590-the-alchemist,"Every few decades a book is published that changes the lives of its readers forever. The Alchemist is such a book. With over two million copies sold in English and twenty-one million copies worldwide, The Alchemist has established itself as a modern classic that will enchant and inspire readers for generations to come.",207.0,5.0,414.0
Classics,Anne of Green Gables,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,"""""It's a million times nicer to be Anne of Green Gables than Anne of nowhere in particular, isn't it?""""Orphaned Anne has always dreamed of having a real home and family. When she is accidently sent to Green Gables Farm to live with Mr. and Mrs. Cuthbert, she immediately knows that this will be home. But will the Cuthberts feel the same? Incurably romantic, insatiably curious, and endlessly talkative, Anne must find her way into the hearts of the residents of Avonlea--and not without some adventures along the way ""Anne of Green Gables"" is an enduring children's classic, loved by adults and children alike.",287.0,,574.0
Classics,Green Eggs and Ham,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,"Join in the fun with Sam-I-Am in this iconic Dr. Seuss classic about the joy of trying new things. And don’t miss the Netflix series adaptation! I do not like green eggs and ham. I do not like them, Sam-I-am. With unforgettable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. Kids will love the terrific tongue twisters as the list of places to enjoy green eggs and ham gets longer and longer...and they might even find themselves craving something new! Beginner Books are fun, funny, and easy to read! Launched by Dr. Seuss in 1957 with the publication of The Cat in the Hat, this beloved early reader series motivates children to read on their own by using simple words with illustrations that give clues to their meaning. Featuring a combination of kid appeal, supportive vocabulary, and bright, cheerful art, Beginner Books will encourage a love of reading in children ages 3–7.",36.0,3.5,72.0
Classics,The Color Purple,https://www.goodreads.com/book/show/52892857-the-color-purple,"Set in the period between the world wars, this novel tells of two sisters, their trials, and their survival.",308.0,4.5,616.0
Classics,Atlas Shrugged,https://www.goodreads.com/book/show/662.Atlas_Shrugged,"Peopled by larger-than-life heroes and villains, charged with towering questions of good and evil, Atlas Shrugged is Ayn Rand’s magnum opus: a philosophical revolution told in the form of an action thriller—nominated as one of America’s best-loved novels by PBS’s The Great American Read. Who is John Galt? When he says that he will stop the motor of the world, is he a destroyer or a liberator? Why does he have to fight his battles not against his enemies but against those who need him most? Why does he fight his hardest battle against the woman he loves? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the amazing men and women in this book. You will discover why a productive genius becomes a worthless playboy...why a great steel industrialist is working for his own destruction...why a composer gives up his career on the night of his triumph...why a beautiful woman who runs a transcontinental railroad falls in love with the man she has sworn to kill. Atlas Shrugged, a modern classic and Rand’s most extensive statement of Objectivism—her groundbreaking philosophy—offers the reader the spectacle of human greatness, depicted with all the poetry and power of one of the twentieth century’s leading artists.",1243.0,4.0,2486.0
Classics,The Metamorphosis,https://www.goodreads.com/book/show/485894.The_Metamorphosis,"Gregor Samsa awakes one morning to find himself transformed into a gigantic insect. The story follows Gregor's attempts to adjust to his new reality while maintaining relationships with his family. Kafka's celebrated story was first published in 1915. Sayre Street Books offers the world's greatest literature in easy to navigate, beautifully designed digital editions.",74.0,,148.0
Classics,The Poisonwood Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,"New York Times Bestseller • Finalist for the Pulitzer Prize • An Oprah's Book Club Selection “Powerful . . . [Kingsolver] has with infinitely steady hands worked the prickly threads of religion, politics, race, sin and redemption into a thing of terrible beauty.” —Los Angeles Times Book Review The Poisonwood Bible, now celebrating its 25th anniversary, established Barbara Kingsolver as one of the most thoughtful and daring of modern writers. Taking its place alongside the classic works of postcolonial literature, it is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in Africa. The story is told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it—from garden seeds to Scripture—is calamitously transformed on African soil. The novel is set against one of the most dramatic political chronicles of the twentieth century: the Congo's fight for independence from Belgium, the murder of its first elected prime minister, the CIA coup to install his replacement, and the insidious progress of a world economic order that robs the fledgling African nation of its autonomy. Against this backdrop, Orleanna Price reconstructs the story of her evangelist husband's part in the Western assault on Africa, a tale indelibly darkened by her own losses and unanswerable questions about her own culpability. Also narrating the story, by turns, are her four daughters—the teenaged Rachel; adolescent twins Leah and Adah; and Ruth May, a prescient five-year-old. These sharply observant girls, who arrive in the Congo with racial preconceptions forged in 1950s Georgia, will be marked in surprisingly different ways by their father's intractable mission, and by Africa itself. Ultimately each must strike her own separate path to salvation. Their passionately intertwined stories become a compelling exploration of moral risk and personal responsibility.",578.0,5.0,1156.0
Classics,The Complete Sherlock Holmes,https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,"Holmes has changed since his ""resurrection"" in ""The Adventure of the Empty House"" in 1903. He is as keenly observant and nimble of mind as ever, but his patience with British justice is wearing thin and at times he takes the law into his own hands and knowingly breaks the law. What can have happened to produce such uncharacteristic behavior in the world's greatest detective? Included in this volume are the fourth and final Sherlock Holmes novel, The Valley of Fear, and the thirty-three stories comprising The Return of Sherlock Holmes, His Last Bow, and The Case-Book of Sherlock Holmes.",0.0,,0.0
Classics,Rebecca,https://www.goodreads.com/book/show/17899948-rebecca,"The bestselling classic and masterpiece of psychological fiction 'The greatest psychological thriller of all time' ERIN KELLY 'The book every writer wishes they'd written' CLARE MACKINTOSH 'Excellent entertainment . . . du Maurier created a scale by which modern women can measure their feelings' STEPHEN KING On a trip to the South of France, the shy heroine of Rebecca falls in love with Maxim de Winter, a handsome widower. Although his proposal comes as a surprise, she happily agrees to marry him. But as they arrive at her husband's home, Manderley, a change comes over Maxim, and the young bride is filled with dread. Friendless in the isolated mansion, she realises that she barely knows him. In every corner of every room is the phantom of his beautiful first wife, Rebecca, and the new Mrs de Winter walks in her shadow. Not since Jane Eyre has a heroine faced such difficulty with the other woman. An international bestseller that has never gone out of print, Rebecca is the haunting story of a young girl consumed by love and the struggle to find her identity. 'Rebecca is a masterpiece' GUARDIAN 'This chilling, suspenseful tale is as fresh and readable as it was when it was first written' DAILY TELEGRAPH",488.0,,976.0
Classics,The Stand,https://www.goodreads.com/book/show/149267.The_Stand,"For use in schools and libraries only. A monumentally devastating plague leaves only a few survivors who, in a desert world, experience dreams of good and evil in confrontation and, through their choices, move toward an actual confrontation.",842.0,,1684.0
